Name,Type,Start Time,Elapsed Time,Start Direction,End Direction
27,True,111.5,22.0,East,North
29,False,115.5,20.0,South,North
28,True,114.5,24.5,North,South
30,True,122.5,20.0,West,East
31,True,127.5,18.5,East,West
32,True,133.5,16.5,West,East
33,False,136.5,15.5,South,North
34,True,138.5,17.0,East,West
35,True,143.5,16.5,West,East
36,True,148.0,16.5,South,North
38,False,150.0,16.5,North,South
37,True,148.5,21.5,East,West
39,True,156.5,17.0,West,East
40,True,160.0,17.0,East,West
41,True,162.5,18.0,North,South
42,True,167.5,16.5,West,East
43,True,168.5,19.0,South,North
44,True,171.0,20.0,East,West
45,True,178.5,16.5,South,North
46,True,182.0,16.5,North,South
47,True,187.0,16.5,East,West
48,True,191.5,16.5,South,North
49,True,191.5,22.0,West,South
50,True,197.5,19.5,North,South
51,True,200.5,20.0,East,West
52,True,210.5,16.5,South,North
53,True,211.5,19.0,West,East
54,True,216.0,18.0,North,South
55,False,221.0,15.0,East,West
56,True,225.0,16.5,West,East
57,True,227.0,18.0,South,North
58,False,232.5,14.5,North,South
59,True,234.0,18.5,East,North
60,True,236.0,20.0,West,East
61,False,238.0,22.0,South,East
62,True,247.0,16.5,North,South
63,True,247.5,19.5,East,West
64,True,249.5,21.0,West,East
65,True,257.0,17.0,South,North
66,True,260.5,17.0,North,South
67,True,261.5,21.5,West,North
68,False,266.0,21.0,East,North
69,True,274.5,16.5,North,South
70,True,276.5,18.0,East,West
71,True,278.5,19.5,South,North
72,True,281.0,20.5,West,East
73,True,290.0,18.5,South,East
74,True,291.0,21.0,West,East
75,False,293.5,22.5,North,West
76,True,296.0,23.5,East,West
77,False,301.5,20.0,South,North
78,True,304.0,21.0,North,South
79,False,308.5,18.5,East,West
80,True,312.5,18.0,South,North
81,True,314.5,19.5,North,South
82,False,316.0,20.0,West,East
83,True,318.5,21.0,East,West
84,True,326.0,17.0,North,South
85,True,326.5,20.0,West,East
86,True,333.0,17.0,East,West
87,True,333.0,20.5,South,North
88,False,344.5,13.5,East,West
89,True,345.5,18.5,North,East
90,True,346.0,21.5,South,North
91,True,347.0,24.0,West,East
92,True,356.5,18.0,South,North
93,True,357.5,20.5,North,South
94,True,358.0,25.5,East,North
95,True,360.5,26.5,West,East
96,True,369.5,21.0,East,West
97,True,371.0,23.0,North,South
98,True,373.0,24.5,South,North
99,True,380.5,20.5,West,East
100,True,382.0,22.5,North,South
101,False,384.0,24.5,South,East
102,True,385.0,27.0,East,West
103,True,391.5,24.0,West,East
104,True,395.5,23.5,North,South
105,True,397.0,25.5,South,North
106,True,404.5,23.5,West,North
107,True,405.5,26.0,North,South
108,True,409.5,25.5,East,West
109,True,418.5,20.0,South,North
110,True,419.0,23.0,North,South
111,False,421.0,23.0,East,West
112,True,423.5,24.0,West,East
113,True,429.0,22.0,South,North
114,True,429.5,27.0,North,East
115,True,432.5,27.5,East,West
116,True,435.5,28.0,West,East
118,False,441.0,24.5,South,North
117,True,440.5,28.5,North,South
119,True,445.5,27.0,East,West
120,True,451.0,25.0,South,North
121,True,453.0,26.5,North,South
122,True,454.0,29.0,West,East
123,False,458.0,27.0,East,West
124,True,466.0,22.5,South,North
125,True,466.5,27.5,North,West
126,True,473.5,24.0,West,East
128,False,479.5,20.0,North,South
127,True,478.5,24.5,South,North
129,True,484.0,22.5,East,West
130,False,486.0,22.5,West,East
131,False,494.0,16.5,North,South
132,True,497.0,17.0,East,West
133,True,497.5,20.0,West,East
134,True,501.5,19.5,South,North
135,True,505.0,19.5,North,South
136,True,507.5,20.5,East,West
137,True,508.0,23.5,West,East
138,True,513.0,22.0,South,North
139,True,520.0,18.5,West,East
140,True,522.5,19.5,East,West
141,True,525.5,20.0,South,North
142,True,529.5,19.5,North,South
143,True,530.5,22.0,West,East
144,False,533.0,23.5,East,South
145,True,538.5,21.5,South,North
146,True,541.5,22.0,North,South
147,False,543.0,22.5,West,East
148,True,551.0,18.0,East,West
149,True,552.0,20.5,South,North
150,True,556.5,19.5,North,South
151,True,558.0,21.5,West,East
152,True,566.5,16.5,East,West
153,True,569.0,17.5,South,North
154,True,573.0,17.0,West,East
155,True,579.0,16.5,North,South
156,True,579.0,20.0,South,North
157,True,583.0,19.5,West,East
158,True,583.5,22.5,East,West
159,True,591.0,18.5,North,South
160,True,594.5,18.5,South,North
161,True,597.0,19.5,West,East
162,True,602.0,18.0,East,West
163,True,604.0,19.5,North,South
164,True,606.5,20.5,South,North
165,True,608.5,22.0,West,East
166,True,618.0,16.5,South,North
167,True,618.5,19.5,West,East
168,True,619.5,24.0,East,South
169,True,626.0,21.0,North,South
170,True,629.0,21.5,West,East
171,True,629.5,24.5,East,West
172,True,629.5,28.0,South,North
174,True,640.5,20.5,East,West
175,True,641.5,23.0,North,South
173,True,639.5,28.5,South,North
176,True,643.0,28.5,West,East
177,False,652.5,21.0,North,South
178,True,657.0,22.0,West,North
179,True,658.0,24.5,South,North
180,True,664.0,22.0,East,West
181,True,665.0,24.5,North,South
182,True,668.0,25.0,West,East
183,True,670.5,26.0,South,North
184,True,674.0,28.0,East,North
185,False,676.5,29.5,North,West
186,True,681.0,28.5,West,East
187,True,685.0,28.0,East,West
188,True,685.0,31.5,South,North
189,True,691.5,28.5,North,South
190,True,691.5,32.0,West,East
191,True,695.0,32.0,East,West
192,False,697.0,32.0,South,North
193,True,702.5,32.0,North,East
194,True,706.5,31.5,East,West
195,True,708.5,33.0,South,North
197,True,715.5,31.5,West,South
196,True,713.0,37.5,North,South
198,False,720.0,32.5,South,North
200,True,726.0,30.0,East,West
201,True,728.5,31.0,West,East
199,False,724.0,37.5,North,South
