Name,Type,Start Time,Elapsed Time,Start Direction,End Direction
985,True,3641.5,21.5,West,North
986,True,3642.0,24.5,South,North
987,True,3647.0,23.0,North,South
988,True,3651.5,24.0,East,South
991,False,3658.5,19.0,West,East
989,True,3657.5,23.5,North,South
990,True,3658.0,26.5,South,North
992,True,3668.0,20.0,North,South
993,False,3671.0,19.0,West,East
994,True,3671.5,24.0,South,East
995,True,3674.5,26.5,East,North
996,True,3682.0,22.5,North,South
997,True,3682.0,28.0,West,North
998,True,3683.0,30.5,South,North
999,True,3693.0,24.0,West,East
